ID,weidu,jingdu,AADT
121-5496,33.7653,-84.5125,172000
121-5564,33.757112,-84.501794,22200
121-5726,33.734615,-84.510558,11400
121-5727,33.750299,-84.507457,8220
121-6270,33.746518,-84.515184,2820
121-8061,33.754725,-84.520021,2390
121-r712,33.752872,-84.496214,7410
121-5409,33.697746,-84.544773,13700
121-5412,33.690769,-84.512816,24300
121-5414,33.690336,-84.502947,31300
121-5725,33.707408,-84.50702,12300
121-6036,33.709643,-84.535676,1940
121-6280,33.694204,-84.506219,3310
121-8067,33.714174,-84.539963,100
121-8131,33.712552,-84.536711,170
121-8539,33.702619,-84.511025,750
121-8541,33.701,-84.5196,120
121-r705,33.691357,-84.50139,4440
121-r710,33.722101,-84.503168,8400
