Station ID,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"207-r001","32.940803, -83.777939",2016,1380,Estimated,,,0,0,0.136,,1650,Short Term
"207-r005","32.989747, -83.841425",2016,1290,Estimated,,,0,0,0.145,,1530,Short Term
"207-r006","32.992353, -83.845245",2016,690,Estimated,,,0,0,0.0896,,760,Short Term
"207-r009","33.027196, -83.907279",2016,2380,Actual,,,0,0,0.11,0,2860,Short Term
"207-r010","33.029151, -83.910386",2016,1400,Actual,,,0,0,0.113,0,1680,Short Term
"207-r011","33.033181, -83.917810",2016,1710,Estimated,,,0,0,0.13,,1890,Short Term
"207-r012","33.036583, -83.923813",2016,670,Estimated,,,0,0,0.124,,840,Short Term
"207-r013","33.042409, -83.936191",2016,2530,Actual,,,0,0,0.0967,0,3040,Short Term
"207-r014","33.043832, -83.938938",2016,1740,Actual,,,0,0,0.101,0,2090,Short Term
"207-r015","33.055453, -83.951282",2016,1470,Estimated,,,0,0,0.128,,1730,Short Term
"207-r016","33.055691, -83.951453",2016,830,Estimated,,,0,0,0.151,,930,Short Term
"207-r021","33.110846, -84.002018",2016,850,Actual,,,0,0,0.117,0,1020,Short Term
"207-r022","33.114222, -84.002259",2016,710,Actual,,,0,0,0.104,0,850,Short Term
"207-r027","33.164959, -84.038571",2016,1010,Actual,,,0,0,0.125,0,1210,Short Term
"207-r101","32.950879, -83.810944",2016,1130,Actual,,,0,0,0.118,0,1160,Short Term
"207-r102","32.951696, -83.810794",2016,620,Actual,,,0,0,0.179,0,740,Short Term
"207-r408","32.951615, -83.812279",2016,,,,,,,,,,Short Term
"207-r507","32.956470, -83.812679",2016,33200,Actual,,,0,0,0.0581,0,51900,Short Term
"207-r602","32.939169, -83.779630",2016,1510,Estimated,,,0,0,0.123,,1760,Short Term
"207-r605","32.992693, -83.847568",2016,470,Estimated,,,0,0,0.105,,510,Short Term
"207-r606","32.989600, -83.842458",2016,1090,Estimated,,,0,0,0.149,,1290,Short Term
"207-r609","33.029062, -83.912514",2016,1580,Actual,,,0,0,0.112,0,1900,Short Term
"207-r610","33.026962, -83.909146",2016,2410,Actual,,,0,0,0.102,0,2890,Short Term
"207-r611","33.036605, -83.925240",2016,890,Estimated,,,0,0,0.113,,1070,Short Term
"207-r612","33.033836, -83.919629",2016,1670,Estimated,,,0,0,0.134,,1810,Short Term
"207-r613","33.043308, -83.939602",2016,2270,Actual,,,0,0,0.113,0,2720,Short Term
"207-r614","33.041770, -83.936909",2016,3640,Actual,,,0,0,0.0768,0,4370,Short Term
"207-r615","33.054450, -83.952695",2016,1050,Estimated,,,0,0,0.183,,1080,Short Term
"207-r616","33.051895, -83.949404",2016,1880,Estimated,,,0,0,0.129,,2130,Short Term
"207-r621","33.114008, -84.004173",2016,650,Actual,,,0,0,0.121,0,780,Short Term
"207-r622","33.110643, -84.003367",2016,920,Actual,,,0,0,0.163,0,1100,Short Term
"207-r628","33.163855, -84.039661",2016,900,Actual,,,0,0,0.172,0,910,Short Term
"207-r701","32.950830, -83.813776",2016,1260,Actual,,,0,0,0.12,0,1510,Short Term
"207-r702","32.951748, -83.814100",2016,660,Actual,,,0,0,0.123,0,790,Short Term
"209-0101","32.214046, -82.457059",2016,5080,Estimated,275,276,0.346,0.224,0.0929,1,6260,Short Term
"209-0103","32.225295, -82.473483",2016,2750,Actual,208,132,0.582,0.473,0.101,1,3100,Short Term
"209-0105","32.267402, -82.503290",2016,4050,Estimated,356,463,0.848,0.951,0.0872,1,5760,Short Term
"209-0107","32.303473, -82.549748",2016,3210,Actual,472,158,1.308,0.53,0.0923,1,3930,Short Term
"209-0114","32.189641, -82.613235",2016,5140,Estimated,186,68,0.223,0.041,0.108,1,5330,Short Term
"209-0118","32.181603, -82.587554",2016,5300,Actual,224,77,0.377,0.132,0.123,1,7390,Short Term
"209-0121","32.186224, -82.576884",2016,4510,Estimated,274,278,0.346,0.231,0.0954,1,4950,Short Term
"209-0132","32.155220, -82.570521",2016,140,Actual,,,0,0,0.13,0.5,190,Short Term
"209-0134","32.168712, -82.560119",2016,470,Estimated,,,0,0,0.103,0.5,500,Short Term
"209-0136","32.179354, -82.564514",2016,260,Estimated,,,0,0,0.117,0.5,270,Short Term
"209-0138","32.032223, -82.497580",2016,1460,Actual,73,31,0.685,0.137,0.122,1,1510,Short Term
"209-0141","32.034777, -82.504664",2016,1930,Estimated,193,272,0.818,0.872,0.0843,1,2320,Short Term
"209-0143","32.063867, -82.537464",2016,1210,Actual,116,87,0.992,0.248,0.0861,1,1240,Short Term
"209-0147","32.132317, -82.565242",2016,1220,Estimated,129,317,1.024,2.048,0.0805,1,1300,Short Term
"209-0149","32.170595, -82.590043",2016,1670,Actual,251,170,1.377,0.778,0.114,1,1760,Short Term
"209-0150","32.174680, -82.594632",2016,2000,Estimated,109,142,0.521,0.469,0.106,1,3100,Short Term
"209-0151","32.173791, -82.594491",2016,2550,Estimated,305,92,2.123,0.204,0.123,1,3920,Short Term
"209-0152","32.175399, -82.595082",2016,2660,Actual,186,136,0.489,0.489,0.106,1,3060,Short Term
"209-0154","32.188551, -82.593952",2016,2990,Estimated,233,326,0.557,0.592,0.0828,1,3520,Short Term
"209-0156","32.196039, -82.595972",2016,1910,Actual,120,145,0.681,0.628,0.0977,1,1980,Short Term
"209-0158","32.230902, -82.607028",2016,1760,Estimated,185,266,1.065,1.006,0.0859,1,1760,Short Term
"209-0161","32.286807, -82.595313",2016,1230,Actual,70,37,0.325,0.163,0.102,1,1480,Short Term
"209-0163","32.151470, -82.461592",2016,1680,Actual,124,155,0.714,0.476,0.0981,1,2010,Short Term
"209-0165","31.972164, -82.514184",2016,3460,Estimated,143,46,0.361,0.12,0.0966,1,4110,Short Term
"209-0167","32.010933, -82.509975",2016,3450,Actual,137,238,0.348,0.522,0.115,1,4150,Short Term
"209-0169","32.026222, -82.508260",2016,3590,Estimated,143,248,0.348,0.522,0.115,1,4180,Short Term
"209-0172","32.040956, -82.506033",2016,3210,Actual,313,79,0.623,0.062,0.0854,1,3820,Short Term
"209-0174","32.067735, -82.487152",2016,1870,Estimated,188,322,0.445,0.891,0.0868,1,2560,Short Term
"209-0178","32.081172, -82.480968",2016,2210,Actual,218,100,1.086,0.407,0.105,1,2510,Short Term
"209-0181","32.100459, -82.481855",2016,1670,Estimated,78,109,0.249,0.436,0.108,1,1890,Short Term
"209-0185","32.134394, -82.475701",2016,1880,Actual,425,164,2.234,0.479,0.1,1,2050,Short Term
"209-0187","32.177332, -82.467334",2016,880,Estimated,46,20,0.237,0.355,0.101,1,1010,Short Term
"209-0189","32.284508, -82.633649",2016,430,Actual,73,38,2.326,1.163,0.132,1,460,Short Term
"209-0192","32.192217, -82.563597",2016,280,Actual,,,0,0,0.112,0.5,360,Short Term
"209-0194","32.219866, -82.553157",2016,160,Estimated,,,0,0,0.12,,190,Short Term
"209-0196","32.267819, -82.538501",2016,190,Estimated,19,9,1.108,0,0.117,1,200,Short Term
"209-0198","32.226747, -82.455358",2016,4650,Estimated,210,212,0.311,0.511,0.0922,1,4710,Short Term
"209-0201","32.341029, -82.425848",2016,180,Estimated,18,18,1.242,1.242,0.126,1,220,Short Term
"209-0203","32.308582, -82.642449",2016,70,Actual,3,2,4.286,0,0.213,1,80,Short Term
"209-0205","32.302759, -82.577379",2016,80,Estimated,,,0,0,0.08,,90,Short Term
"209-0209","32.322764, -82.552202",2016,140,Actual,12,22,0.714,2.143,0.157,1,160,Short Term
"209-0212","32.308881, -82.532858",2016,520,Actual,,,0,0,0.097,0.5,710,Short Term
"209-0214","32.286249, -82.494678",2016,740,Estimated,,,0,0,0.109,0.5,770,Short Term
"209-0216","32.265977, -82.460009",2016,1360,Estimated,,,0,0,0.113,0.5,1480,Short Term
"209-0218","32.304973, -82.492496",2016,340,Actual,23,53,1.176,1.471,0.116,1,460,Short Term
"209-0221","32.168574, -82.536090",2016,180,Estimated,,,0,0,0.08,,190,Short Term
"209-0223","32.152745, -82.494392",2016,350,Estimated,,,0,0,0.102,0.5,420,Short Term
"209-0225","32.088433, -82.469800",2016,1900,Estimated,77,43,0,0,,,2240,Short Term
"209-0229","32.076086, -82.467817",2016,520,Estimated,,,0,0,0.11,,580,Short Term
"209-0232","32.078786, -82.475033",2016,780,Estimated,,,0,0,0.11,0.5,830,Short Term
"209-0234","32.083411, -82.486930",2016,720,Estimated,,,0,0,0.131,0.5,770,Short Term
"209-0236","32.101878, -82.509281",2016,460,Estimated,,,0,0,0.11,,510,Short Term
"209-0238","32.141449, -82.543871",2016,610,Estimated,,,0,0,0.143,0.5,650,Short Term
"209-0241","32.164784, -82.571671",2016,400,Actual,,,0,0,0.144,0.5,520,Short Term
"209-0243","32.160575, -82.519535",2016,150,Estimated,,,0,0,0.11,,180,Short Term
"209-0247","31.990909, -82.526730",2016,1130,Estimated,,,0,0,0.101,0.5,1700,Short Term
"209-0249","31.987338, -82.509540",2016,730,Actual,,,0,0,0.126,0.5,910,Short Term
"209-0252","32.176178, -82.577769",2016,650,Estimated,,,0,0,0.1,,700,Short Term
"209-0254","32.177830, -82.565443",2016,610,Estimated,,,0,0,0.128,0.5,670,Short Term
"209-0256","32.181896, -82.569132",2016,130,Actual,,,0,0,0.14,0.5,240,Short Term
"209-8001","32.329229, -82.437559",2016,,,,,,,,,,Short Term
"209-8005","32.229207, -82.589332",2016,,,,,,,,,,Short Term
"209-8007","32.176251, -82.469571",2016,,,,,,,,,,Short Term
"209-8011","32.024539, -82.549754",2016,110,Actual,,,0,0,0.151,0.5,130,Short Term
"209-8013","32.128880, -82.481973",2016,,,,,,,,,,Short Term
"209-8018","32.318200, -82.532400",2016,180,Actual,31,32,3.889,0.556,0.129,1,220,Short Term
"209-8019","32.305400, -82.500800",2016,90,Actual,17,6,4.444,0,0.138,1,110,Short Term
"209-8020","32.309926, -82.488056",2016,90,Estimated,6,2,0,0,0.11,1,110,Short Term
"209-8021","32.316774, -82.464230",2016,160,Estimated,12,23,0.658,1.973,0.15,1,190,Short Term
"209-8022","32.314400, -82.448400",2016,110,Actual,8,0,0,0,0.149,1,160,Short Term
"209-8023","32.263600, -82.438900",2016,490,Estimated,33,9,0,0,,,620,Short Term
"209-8024","32.249630, -82.451570",2016,330,Estimated,23,59,0.957,1.913,0.132,1,380,Short Term
"209-8025","32.245216, -82.578929",2016,140,Estimated,11,2,0,0,0.125,1,170,Short Term
"209-8026","32.282900, -82.570800",2016,80,Actual,22,1,6.25,0,0.147,1,100,Short Term
"209-8027","32.124123, -82.490621",2016,50,Estimated,9,1,0,0,0.12,,70,Short Term
"209-8028","31.999924, -82.542810",2016,110,Estimated,7,7,0,1.913,0.164,1,120,Short Term
"209-8029","32.148898, -82.601331",2016,160,Actual,14,12,0.625,0.625,0.153,1,160,Short Term
"209-8030","32.113973, -82.585689",2016,180,Estimated,41,18,0,0,0.12,,200,Short Term
"209-8031","32.086493, -82.575973",2016,180,Actual,15,19,1.111,0,0.112,1,220,Short Term
"211-0101","33.625277, -83.648658",2016,1980,Estimated,113,127,0,0,0.11,0.5,3100,Short Term
"211-0103","33.622847, -83.616204",2016,1990,Actual,,,0,0,0.114,0.5,3870,Short Term
"211-0105","33.622161, -83.609960",2016,2710,Estimated,,,0,0,0.104,0.5,4550,Short Term
"211-0107","33.600055, -83.560641",2016,2460,Actual,,,0,0,0.112,0.5,4070,Short Term
"211-0112","33.585936, -83.507435",2016,3510,Estimated,109,80,0,0,0.108,0.5,4290,Short Term
"211-0114","33.581357, -83.491265",2016,4720,Actual,,,0,0,0.112,0.5,7980,Short Term
"211-0116","33.581142, -83.488587",2016,6440,Estimated,,,0,0,0.102,0.5,8510,Short Term
"211-0118","33.587156, -83.476677",2016,14100,Actual,609,338,0.369,0.092,0.087,0.5,16800,Short Term
"211-0121","33.591757, -83.471984",2016,15400,Estimated,638,296,0.216,0.054,0.0883,0.5,17900,Short Term
"211-0123","33.599130, -83.464521",2016,7640,Actual,300,174,0.262,0.131,0.0901,0.6,7900,Short Term
"211-0125","33.603332, -83.459576",2016,6260,Estimated,276,149,0.399,0.183,0.0925,0.5,6840,Short Term
"211-0127","33.607554, -83.454473",2016,5900,Actual,241,138,0.339,0.119,0.0891,0.6,6300,Short Term
"211-0129","33.599148, -83.413684",2016,2850,Estimated,181,280,0.292,0.402,0.0925,0.5,3050,Short Term
"211-0132","33.601263, -83.399302",2016,2590,Actual,147,283,0.386,1.004,0.0886,0.6,3530,Short Term
"211-0134","33.474262, -83.428191",2016,9300,Estimated,494,904,0.392,0.56,0.0859,0.5,9530,Short Term
"211-0136","33.512773, -83.447332",2016,10100,Actual,441,1051,0.317,0.584,0.0811,0.5,11300,Short Term
"211-0138","33.538523, -83.460807",2016,11000,Estimated,1142,990,0.814,0.549,0.0811,0.5,16400,Short Term
"211-0141","33.559431, -83.476722",2016,17500,Estimated,938,1736,0.425,0.6,0.0898,0.5,18700,Short Term
"211-0142","33.571949, -83.477374",2016,12500,Estimated,385,283,0.25,0.142,0.0982,0.6,14700,Short Term
"211-0143","33.583550, -83.477624",2016,12400,Actual,322,168,0.081,0.056,0.0873,0.5,13600,Short Term
"211-0147","33.646777, -83.447707",2016,8540,Estimated,405,881,0.317,0.439,0.0962,0.5,8830,Short Term
"211-0149","33.670022, -83.444203",2016,7630,Actual,469,1000,0.341,0.577,0.0946,0.5,8090,Short Term
"211-0152","33.703819, -83.442747",2016,7240,Estimated,287,832,0.259,0.69,0.0895,0.5,8200,Short Term
"211-0154","33.580555, -83.479148",2016,3790,Estimated,,,0,0,0.0988,0.5,4370,Short Term
"211-0156","33.459723, -83.550545",2016,2520,Actual,,,0,0,0.0938,0.5,2640,Short Term
"211-0158","33.496935, -83.553231",2016,2500,Estimated,165,348,0.416,0.583,0.0987,0.5,2730,Short Term
"211-0161","33.537960, -83.516736",2016,3360,Actual,209,354,0.536,0.506,0.09,0.6,3540,Short Term
"211-0163","33.568024, -83.494321",2016,4540,Estimated,268,152,0.436,0.161,0.101,0.6,6900,Short Term
"211-0165","33.596910, -83.469939",2016,7710,Actual,380,126,1.051,0.052,0.0927,0.5,9250,Short Term
"211-0167","33.613871, -83.480272",2016,3690,Estimated,179,172,0.428,0.2,0.101,0.6,4010,Short Term
"211-0169","33.636924, -83.489907",2016,3390,Actual,179,180,0.383,0.265,0.101,0.6,3790,Short Term
"211-0172","33.685297, -83.501171",2016,2640,Estimated,140,169,0.678,0.319,0.104,0.6,2740,Short Term
"211-0174","33.720306, -83.498036",2016,1520,Estimated,,,0,0,0.0964,0.5,1660,Short Term
"211-0178","33.734827, -83.511204",2016,2510,Estimated,105,141,0,0,0.098,0.5,2790,Short Term
"211-0181","33.744380, -83.523454",2016,2930,Estimated,,,0,0,0.0958,0.5,3060,Short Term
"211-0183","33.752056, -83.532761",2016,2070,Estimated,,,0,0,0.0946,0.5,2300,Short Term
"211-0185","33.487733, -83.571116",2016,340,Actual,,,0,0,0.107,0.5,550,Short Term
"211-0189","33.482885, -83.566792",2016,240,Estimated,,,0,0,0.115,0.5,290,Short Term
"211-0192","33.451717, -83.538636",2016,240,Estimated,,,0,0,0.102,0.5,260,Short Term
"211-0194","33.447838, -83.507165",2016,510,Actual,52,33,0.392,0.784,0.0992,0.5,750,Short Term
"211-0196","33.600600, -83.653500",2016,37400,Calculated,0,0,0,0,0,0,106000,Short Term
"211-0198","33.576100, -83.567700",2016,37200,Calculated,0,0,0,0,0,0,106000,Short Term
"211-0201","33.557500, -83.491200",2016,36500,Calculated,0,0,0,0,0,0,106000,Short Term
"211-0205","33.540000, -83.315700",2016,29000,Estimated,,,0,0,,,36400,Short Term
"211-0207","33.554019, -83.539865",2016,250,Estimated,15,1,0,0,0.09,0.5,300,Short Term
"211-0212","33.567559, -83.660668",2016,880,Estimated,,,0,0,0.114,0.5,1510,Short Term
"211-0214","33.583162, -83.641802",2016,990,Estimated,65,26,0,0,0.09,0.7,1040,Short Term
"211-0216","33.602504, -83.624676",2016,1040,Estimated,,,0,0,0.0912,0.5,1060,Short Term
"211-0218","33.620294, -83.611804",2016,900,Estimated,,,0,0,0.0905,0.5,990,Short Term
"211-0221","33.623934, -83.612085",2016,1810,Estimated,,,0,0,0.09,,1950,Short Term
"211-0223","33.630478, -83.609210",2016,1270,Estimated,,,0,0,0.112,0.5,1370,Short Term
"211-0225","33.650903, -83.602537",2016,910,Actual,53,25,0.549,0.11,0.102,0.5,1130,Short Term
"211-0227","33.681429, -83.590442",2016,1480,Estimated,81,31,0.711,0.071,0.112,0.5,1770,Short Term
"211-0229","33.690172, -83.586907",2016,640,Estimated,,,0,0,0.093,0.5,710,Short Term
"211-0232","33.677924, -83.566559",2016,390,Estimated,,,0,0,0.102,0.5,500,Short Term
"211-0233","33.685673, -83.579350",2016,730,Estimated,,,0,0,0.1,,790,Short Term
"211-0236","33.560772, -83.565689",2016,750,Estimated,,,0,0,0.124,0.5,900,Short Term
"211-0238","33.584885, -83.498467",2016,150,Estimated,,,0,0,0.155,0.5,160,Short Term
"211-0241","33.601784, -83.536579",2016,620,Estimated,,,0,0,0.1,,690,Short Term
"211-0243","33.588719, -83.480129",2016,750,Estimated,,,0,0,0.103,0.5,790,Short Term
"211-0245","33.664403, -83.610825",2016,410,Estimated,,,0,0,0.127,0.5,440,Short Term
"211-0247","33.703778, -83.544931",2016,1040,Estimated,78,15,0,0,0.1,0.6,1310,Short Term
"211-0252","33.714122, -83.560337",2016,400,Estimated,,,0,0,0.0988,0.5,480,Short Term
"211-0256","33.672028, -83.529008",2016,650,Actual,45,17,0.615,0.462,0.097,0.6,760,Short Term
"211-0261","33.739883, -83.500863",2016,810,Estimated,,,0,0,0.12,0.5,950,Short Term
"211-0263","33.730861, -83.501726",2016,510,Estimated,,,0,0,0.137,0.5,570,Short Term
"211-0265","33.709312, -83.465989",2016,640,Actual,,,0,0,0.109,0.5,660,Short Term
"211-0267","33.542246, -83.317194",2016,1190,Estimated,93,63,0,0,0.1,0.5,1430,Short Term
"211-0269","33.577754, -83.376954",2016,1700,Estimated,,,0,0,0.089,0.5,1830,Short Term
"211-0272","33.528653, -83.405964",2016,520,Estimated,,,0,0,0.0975,0.5,572,Short Term
"211-0274","33.532435, -83.423947",2016,980,Estimated,84,22,0,0,0.09,0.6,1060,Short Term
"211-0276","33.569607, -83.450659",2016,1810,Actual,,,0,0,0.118,0.5,2170,Short Term
"211-0278","33.589600, -83.462400",2016,2550,Actual,,,0,0,0.103,0.5,3640,Short Term
"211-0281","33.461427, -83.484132",2016,470,Actual,41,27,1.702,0,0.0979,0.5,510,Short Term
"211-0283","33.528377, -83.374216",2016,440,Estimated,55,21,0.717,0.239,0.104,0.5,540,Short Term
"211-0286","33.813732, -83.509366",2016,,,,,,,,,,Short Term
"211-0287","33.560352, -83.362076",2016,1690,Estimated,,,0,0,,,1920,Short Term
"211-0292","33.625139, -83.609846",2016,370,Estimated,,,0,0,0.1,,380,Short Term
"211-0314","33.813700, -83.509400",2016,2460,Estimated,,,0,0,0.0975,,3010,Short Term
"211-0316","33.484448, -83.563138",2016,230,Estimated,,,0,0,0.133,0.5,250,Short Term
"211-0318","33.570627, -83.465072",2016,9580,Actual,304,898,0.24,0.637,0.107,0.5,11000,Short Term
"211-0321","33.585808, -83.446703",2016,8600,Estimated,414,1049,0.412,0.654,0.0916,0.6,10100,Short Term
"211-0323","33.607163, -83.450670",2016,7810,Actual,695,1086,0.551,0.922,0.0963,0.5,8270,Short Term
"211-0325","33.654292, -83.449200",2016,620,Estimated,,,0,0,0.1,0.5,690,Short Term
"211-0327","33.714849, -83.496794",2016,610,Estimated,34,4,0,0,0.11,0.5,730,Short Term
"211-7517","33.450247, -83.507930",2016,450,Estimated,,,0,0,0.107,0.5,870,Short Term
"211-8001","33.724777, -83.524478",2016,150,Estimated,,,0,0,,,160,Short Term
"211-8003","33.603393, -83.510940",2016,450,Estimated,,,0,0,0.12,,520,Short Term
"211-8007","33.580923, -83.476869",2016,330,Estimated,,,0,0,,,360,Short Term
"211-8009","33.516180, -83.370728",2016,80,Estimated,,,0,0,0.11,,100,Short Term
"211-8013","33.705810, -83.489591",2016,230,Actual,13,4,0.87,0.87,0.0997,0.6,280,Short Term
"211-8015","33.570500, -83.603400",2016,540,Actual,,,0,0,0.125,0.5,720,Short Term
"211-8019","33.585038, -83.471324",2016,280,Estimated,,,0,0,,,340,Short Term
"211-8022","33.726295, -83.559305",2016,120,Actual,9,3,1.667,0,0.128,0.6,160,Short Term
"211-8023","33.732478, -83.548782",2016,160,Estimated,,,0,0,,,230,Short Term
"211-8024","33.712842, -83.481977",2016,60,Estimated,,,0,0,0.171,0.5,110,Short Term
"211-8026","33.578200, -83.552140",2016,430,Actual,33,2,0.93,0,0.122,0.9,500,Short Term
"211-8027","33.591393, -83.485704",2016,60,Estimated,,,0,0,0.137,0.5,110,Short Term
"211-8028","33.633135, -83.516764",2016,400,Estimated,,,0,0,0.121,0.5,570,Short Term
"211-8029","33.637816, -83.576249",2016,60,Actual,,,0,0,0.163,0.5,70,Short Term
"211-8030","33.638827, -83.637320",2016,210,Estimated,,,0,0,0.13,,230,Short Term
"211-8031","33.602120, -83.670313",2016,,,,,,,,,,Short Term
"211-8033","33.601181, -83.597710",2016,150,Actual,21,1,0,0,0.11,0.6,250,Short Term
"211-8034","33.577269, -83.587673",2016,240,Estimated,,,0,0,0.12,,370,Short Term
"211-8035","33.532336, -83.602874",2016,,,,,,,,,,Short Term
"211-8036","33.486032, -83.609142",2016,,,,,,,,,,Short Term
"211-8037","33.545283, -83.617850",2016,110,Estimated,11,2,0,0,0.11,0.7,200,Short Term
"211-8038","33.527734, -83.640948",2016,80,Estimated,,,0,0,0.154,0.5,150,Short Term
"211-8039","33.478807, -83.575268",2016,310,Actual,26,4,0.323,0,0.0993,0.7,350,Short Term
"211-8040","33.464237, -83.527470",2016,20,Estimated,,,0,0,0.16,,20,Short Term
"211-8042","33.502827, -83.509966",2016,,,,,,,,,,Short Term
"211-8043","33.516877, -83.485702",2016,170,Actual,22,4,0.588,0,0.149,0.7,200,Short Term
"211-8044","33.509668, -83.472985",2016,360,Estimated,,,0,0,0.09,,500,Short Term
"211-8045","33.491025, -83.378846",2016,110,Estimated,,,0,0,0.134,0.5,200,Short Term
"211-8046","33.509252, -83.420897",2016,560,Actual,19,11,0.357,0,0.108,0.6,1010,Short Term
"211-8047","33.486642, -83.348274",2016,250,Estimated,,,0,0,0.115,0.5,450,Short Term
"211-8048","33.520518, -83.320498",2016,170,Estimated,,,0,0,0.127,0.5,300,Short Term
"211-8051","33.588294, -83.423390",2016,2130,Estimated,,,0,0,0.125,0.5,3830,Short Term
"211-8052","33.594898, -83.358987",2016,390,Estimated,,,0,0,0.0963,0.5,700,Short Term
"211-8056","33.771780, -83.504246",2016,730,Estimated,,,0,0,0.11,0.5,1290,Short Term
"211-8057","33.539753, -83.398364",2016,70,Estimated,,,0,0,0.135,0.5,130,Short Term
"211-8060","33.598206, -83.653396",2016,270,Actual,6,3,0,0.37,0.137,0.6,480,Short Term
"211-8061","33.457219, -83.564853",2016,80,Estimated,12,9,0,0,0.09,0.6,100,Short Term
