Station ID,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"209-0123","32.201170, -82.492500",2016,4380,Actual,140,168,0.251,0.274,0.0987,0.5,4950,CCS
"211-0203","33.555610, -83.457760",2016,31600,Actual,1268,5421,0.226,0.546,0.118,0.5,35300,CCS
"213-0112","34.805160, -84.821250",2016,6200,Actual,169,76,0.355,0.113,0.107,0.6,7070,CCS
"213-0212","34.911190, -84.746140",2016,3840,Actual,181,381,0.331,0.248,0.109,0.6,4260,CCS
"215-0165","32.514650, -84.922640",2016,27600,Actual,783,393,0.337,0.112,0.113,0.7,33000,CCS
"215-0325","32.420630, -84.927770",2016,45200,Actual,1176,1095,0.261,0.192,0.117,0.8,52700,CCS
"215-0336","32.529110, -84.959210",2016,55900,Actual,1207,1206,0.179,0.129,0.102,0.6,68700,CCS
"217-0218","33.611566, -83.761548",2016,47100,Estimated,,,0,0,,,53700,CCS
"219-0203","33.852990, -83.451110",2016,4570,Actual,240,43,1.204,0.088,0.175,0.7,7370,CCS
"225-0112","32.667820, -83.744640",2016,77500,Estimated,,,0.29,0.643,0.0987,0.5,90000,CCS
"227-0165","34.520620, -84.529050",2016,5110,Actual,250,369,0.372,0.176,0.119,0.8,6390,CCS
"227-0166","34.513900, -84.517750",2016,1990,Actual,63,37,0.101,0.151,0.133,0.6,1990,CCS
"227-0237","34.410220, -84.425060",2016,27800,Actual,273,281,0.518,0.068,0.0991,0.6,35000,CCS
"227-0249","34.530440, -84.515910",2016,17400,Actual,666,616,0.259,0.115,0.13,0.6,18800,CCS
"229-0163","31.413890, -82.164950",2016,1380,Actual,84,230,0.652,1.232,0.104,0.5,1510,CCS
"229-0184","31.375100, -82.217650",2016,430,Actual,35,32,0.93,0.698,0.211,0.6,490,CCS
"237-0123","33.304900, -83.385900",2016,,,,,,,,,,CCS
"245-0214","33.490570, -82.094940",2016,74800,Actual,812,1863,0,0,0.0939,0.6,129000,CCS
"245-0218","33.527460, -82.019060",2016,60100,Actual,1896,5966,0.324,1.481,0.0974,0.5,90300,CCS
"245-0223","33.474800, -82.086670",2016,91400,Actual,2576,2504,0.249,0.151,0.0951,0.6,107000,CCS
"245-0227","33.436210, -82.071000",2016,76200,Actual,2023,2391,0.206,0.199,0.0993,0.6,86300,CCS
"245-0233","33.442680, -81.939490",2016,25000,Actual,1053,2242,0.388,0.556,0.124,0.6,46700,CCS
"245-0303","33.385070, -82.009260",2016,4640,Actual,117,22,0.237,0.043,0.105,0.6,5800,CCS
"245-0947","33.384580, -81.993610",2016,700,Actual,83,59,1.286,0.571,0.2,0.7,1260,CCS
"255-0373","33.236910, -84.184390",2016,12300,Actual,567,771,0.311,0.194,0.101,0.6,13800,CCS
"263-0087","32.807800, -84.501900",2016,280,Estimated,12,7,0.752,0,0.149,0.6,320,CCS
"265-0163","33.526640, -82.889560",2016,28100,Actual,1168,5411,0.206,0.601,0.124,0.6,31300,CCS
"267-0141","32.277617, -82.120696",2016,,,,,,,,,,CCS
"269-0123","32.720810, -84.318980",2016,270,Estimated,,,0.771,1.928,0.361,0.5,470,CCS
"269-0223","32.609400, -84.118900",2016,320,Estimated,16,5,0.658,0,0.172,0.8,340,CCS
"275-0074","30.884820, -83.931510",2016,9290,Actual,338,479,0.334,0.366,0.0972,0.5,10800,CCS
"275-0123","30.799920, -83.758570",2016,5970,Actual,393,888,0.486,1.307,0.094,0.6,6800,CCS
"275-0265","30.925370, -83.992420",2016,8890,Estimated,501,567,0.956,0.789,0.0966,0.7,10400,CCS
"277-0149","31.342860, -83.591190",2016,9550,Actual,1246,713,1.267,0.639,0.0995,0.5,11000,CCS
"277-0256","31.588590, -83.556600",2016,42000,,1535,8705,,,0.134,0.6,,CCS
"281-0161","34.934500, -83.750010",2016,1230,Actual,53,7,0.976,0.081,0.14,0.5,1300,CCS
"283-0201","32.432970, -82.589860",2016,19800,Actual,707,4341,0.197,0.419,0.133,0.6,26000,CCS
"285-0169","33.038712, -85.038294",2016,,,,,,,,,,CCS
"285-0227","32.968730, -85.074050",2016,36400,Actual,1237,5513,0.149,0.399,0.0983,0.6,60300,CCS
"285-0234","33.019710, -84.987100",2016,32500,Actual,1186,5226,0.34,0.925,0.102,0.5,46200,CCS
"285-0243","32.878010, -84.962210",2016,21000,Actual,789,1746,0.224,0.248,0.121,0.7,28000,CCS
"285-0248","33.042240, -84.949720",2016,19500,Actual,708,1646,0.364,0.537,0.125,0.6,23600,CCS
"285-0372","33.035400, -85.025700",2016,1460,Estimated,24,1,0.631,0,0.222,0.8,1630,CCS
"291-0138","34.887210, -83.987573",2016,12200,Estimated,,,0,0,,,13400,CCS
"293-0259","32.896300, -84.329400",2016,1020,Estimated,,,0,0,,,1160,CCS
"295-0035","34.945090, -85.276950",2016,14200,Actual,443,264,0.415,0.232,0.119,0.7,16500,CCS
"295-0036","34.969650, -85.266780",2016,20100,Actual,587,215,0.239,0.075,0.105,0.6,23600,CCS
"297-0018","33.806003, -83.779602",2016,21100,Estimated,975,334,0.514,0.127,0.105,0.5,24300,CCS
"299-0007","31.185530, -82.313170",2016,14500,Actual,555,881,0.428,0.276,0.159,0.5,22200,CCS
"299-0309","31.241100, -82.352200",2016,2870,Estimated,,,0,0,,,3290,CCS
"301-0196","33.504400, -82.747170",2016,26800,Actual,528,2287,0,0,0.111,0.5,30200,CCS
"303-0072","32.987436, -82.785542",2016,,,,,,,,,,CCS
"313-0101","34.628050, -84.972600",2016,71000,Estimated,,,0,0,,,81000,CCS
"319-0167","32.814000, -83.067200",2016,1290,Estimated,,,0,0,,,1470,CCS
"067-w2373","33.854900, -84.483200",2016,,,,,,,,,,CCS
"001-0101","31.715566, -82.381862",2016,4090,Actual,476,777,0.88,1.394,0.0758,0.5,4320,Short Term
"001-0105","31.767425, -82.353494",2016,9020,Estimated,626,653,0.424,0.471,0.104,0.6,9900,Short Term
"001-0107","31.773846, -82.350339",2016,12900,Actual,578,265,0.341,0.209,0.0713,0.5,15300,Short Term
"001-0109","31.779420, -82.348340",2016,12500,Estimated,700,550,0,0,0.0867,0.5,12800,Short Term
"001-0112","31.786264, -82.350183",2016,8190,Actual,794,1241,0.623,0.879,0.0748,0.5,9720,Short Term
"001-0114","31.836961, -82.350464",2016,5680,Estimated,386,859,0.524,0.618,0.0997,0.5,6290,Short Term
"001-0118","31.909230, -82.356209",2016,6150,Actual,324,410,0.602,0.423,0.105,0.5,8420,Short Term
"001-0121","31.545377, -82.207381",2016,1940,Estimated,199,134,0.564,0.338,0.0887,1,2330,Short Term
"001-0123","31.619640, -82.256298",2016,2080,Actual,176,314,0.625,0.865,0.0822,1,2500,Short Term
"001-0125","31.681804, -82.302289",2016,2060,Estimated,162,258,0.412,0.772,0.115,1,2200,Short Term
"001-0127","31.715189, -82.333479",2016,2650,Actual,127,124,0.34,0.302,0.0836,1,3470,Short Term
"001-0129","31.754227, -82.351726",2016,6120,Estimated,682,1186,0.99,1.337,0.0939,0.5,6780,Short Term
"001-0132","31.762394, -82.354235",2016,10700,Actual,1044,330,0.551,0.206,0.0743,0.5,13900,Short Term
"001-0133","31.712642, -82.520066",2016,1790,Estimated,182,325,0.854,0.549,0.1,1,2250,Short Term
"001-0134","31.747500, -82.544053",2016,1410,Actual,72,57,0.496,0.567,0.0913,1,1560,Short Term
"001-0136","31.834717, -82.509427",2016,5310,Estimated,351,815,0.557,0.763,0.104,0.6,6020,Short Term
"001-0138","31.811264, -82.442868",2016,5690,Actual,352,515,0.334,0.773,0.0735,0.5,7100,Short Term
"001-0141","31.780829, -82.355952",2016,12100,Estimated,1076,1287,0.482,0.605,0.0885,0.6,14700,Short Term
"001-0143","31.775726, -82.340068",2016,9340,Actual,704,550,0.535,0.31,0.078,0.6,11200,Short Term
"001-0145","31.745109, -82.253006",2016,3870,Estimated,274,406,0.549,0.769,0.098,0.5,4470,Short Term
"001-0152","31.723260, -82.186845",2016,4470,Actual,936,498,2.349,0.403,0.0794,0.5,4860,Short Term
"001-0156","31.591760, -82.272024",2016,860,Actual,86,75,1.116,0.686,0.0935,0.5,1090,Short Term
"001-0158","31.589284, -82.218167",2016,980,Estimated,79,89,0.898,1.122,0.107,1,1020,Short Term
"001-0161","31.590903, -82.179122",2016,590,Actual,72,92,1.186,0.508,0.075,1,1030,Short Term
"001-0163","31.577552, -82.208543",2016,550,Estimated,51,64,0.803,1.405,0.115,1,580,Short Term
"001-0165","31.659805, -82.207853",2016,1350,Actual,138,335,1.154,2.041,0.0887,0.5,1680,Short Term
"001-0169","31.726543, -82.196423",2016,1330,Estimated,107,163,0.575,1.396,0.0989,1,1530,Short Term
"001-0170","31.776909, -82.155205",2016,810,Actual,72,72,0.37,0.494,0.0847,1,900,Short Term
"001-0172","31.848848, -82.098418",2016,2930,Estimated,262,254,0.785,0.411,0.0897,1,3220,Short Term
"001-0174","31.784216, -82.345941",2016,2990,Estimated,,,0,0,,,3440,Short Term
"001-0176","31.788728, -82.328615",2016,2270,Actual,157,250,0.352,0.661,0.0982,1,2720,Short Term
"001-0178","31.795076, -82.280414",2016,640,Actual,36,67,0.156,0.781,0.0927,1,704,Short Term
"001-0181","31.837396, -82.132140",2016,1930,Estimated,131,177,0.567,0.397,0.0938,1,2250,Short Term
"001-0187","31.683151, -82.332266",2016,1130,Estimated,73,109,0.76,0.285,0.0826,1,1750,Short Term
"001-0189","31.715164, -82.359191",2016,950,Actual,100,39,0,0,0.152,0.5,1210,Short Term
"001-0194","31.759535, -82.369756",2016,2030,Estimated,146,80,0,0,0.09,,2340,Short Term
"001-0196","31.769117, -82.356611",2016,160,Actual,,,0,0,0.135,0.5,190,Short Term
"001-0198","31.733840, -82.520487",2016,250,Actual,18,12,0,0.4,0.107,1,260,Short Term
"001-0201","31.765600, -82.517100",2016,210,Estimated,,,0,0,0.11,,240,Short Term
"001-0203","31.820523, -82.507136",2016,470,Estimated,,,0,0,0.0792,0.5,520,Short Term
"001-0205","31.747644, -82.533079",2016,510,Estimated,,,0,0,,,580,Short Term
"001-0207","31.749796, -82.489685",2016,260,Actual,,,0,0,0.0992,0.5,290,Short Term
"001-0209","31.770264, -82.419915",2016,1040,Estimated,93,94,1.23,0.205,0.107,1,1130,Short Term
"001-0212","31.777539, -82.355672",2016,3390,Estimated,,,0,0,,,3830,Short Term
"001-0214","31.867804, -82.400627",2016,740,Estimated,,,0,0,0.12,,810,Short Term
"001-0216","31.872260, -82.315478",2016,610,Estimated,,,0,0,0.109,0.5,700,Short Term
"001-0218","31.810851, -82.308793",2016,1410,Estimated,71,21,0,0,,,1590,Short Term
"001-0221","31.879089, -82.189855",2016,620,Actual,49,62,0.645,1.129,0.0919,1,680,Short Term
"001-0223","31.544223, -82.175085",2016,280,Estimated,,,0,0,0.115,0.5,330,Short Term
"001-0225","31.509902, -82.144589",2016,240,Estimated,17,11,0,0,,,260,Short Term
"001-0229","31.851476, -82.405537",2016,860,Estimated,,,0,0,0.08,,880,Short Term
"001-0232","31.646052, -82.243373",2016,200,Actual,,,0,0,0.158,0.5,240,Short Term
"001-0234","31.748296, -82.360228",2016,860,Estimated,58,17,0,0,,,900,Short Term
"001-0236","31.752800, -82.373027",2016,610,Estimated,41,13,0,0,0.1,,810,Short Term
"001-0238","31.767853, -82.345218",2016,990,Estimated,,,0,0,0.101,0.5,1160,Short Term
"001-0241","31.750177, -82.347202",2016,740,Estimated,,,0,0,,,890,Short Term
"001-7001","31.712123, -82.519964",2016,510,Estimated,,,0,0,0.11,,530,Short Term
"001-8005","31.725881, -82.517319",2016,230,Estimated,,,0,0,0.0932,0.5,260,Short Term
"001-8009","31.684090, -82.446710",2016,,,,,,,,,,Short Term
"001-8011","31.697458, -82.368815",2016,160,Estimated,,,0,0,,,176,Short Term
"001-8017","31.580981, -82.233683",2016,,,,,,,,,,Short Term
"001-8019","31.505141, -82.162746",2016,,,,,,,,,,Short Term
"001-8025","31.810002, -82.208253",2016,,,,,,,,,,Short Term
"001-8027","31.803200, -82.156700",2016,,,,,,,,,,Short Term
"001-8031","31.891501, -82.181727",2016,160,Estimated,,,0,0,,,230,Short Term
"001-8037","31.837930, -82.395092",2016,,,,,,,,,,Short Term
"001-8039","31.570983, -82.148257",2016,,,,,,,,,,Short Term
"001-8043","31.779620, -82.394632",2016,,,,,,,,,,Short Term
"001-8044","31.811398, -82.507894",2016,,,0,0,,,,,,Short Term
"001-8045","31.800750, -82.490337",2016,330,Estimated,18,17,0,0,,,590,Short Term
"001-8046","31.725088, -82.502729",2016,290,Estimated,27,11,0,0,0.11,,340,Short Term
"001-8047","31.756368, -82.380572",2016,1520,Estimated,87,52,0,0,,,1870,Short Term
"001-8048","31.733697, -82.414303",2016,1220,Estimated,68,8,0,0,0.11,,1820,Short Term
"001-8049","31.720943, -82.457403",2016,510,Estimated,46,8,0.646,0,0.102,1,580,Short Term
"001-8050","31.787100, -82.388100",2016,130,Estimated,26,4,0,0,,,190,Short Term
"001-8051","31.722652, -82.348785",2016,,,,,,,,,,Short Term
"001-8052","31.672191, -82.314332",2016,,,0,0,,,,,,Short Term
"001-8054","31.646240, -82.287782",2016,,,,,,,,,,Short Term
"001-8055","31.611128, -82.273002",2016,,,0,0,,,,,,Short Term
"001-8056","31.754099, -82.318883",2016,100,Estimated,9,3,1.024,0,0.144,1,120,Short Term
"001-8058","31.620331, -82.227138",2016,,,,,,,,,,Short Term
"001-8059","31.847000, -82.160600",2016,,,,,,,,,,Short Term
"001-8060","31.848100, -82.187800",2016,30,Estimated,,,0,0,,,40,Short Term
"001-8061","31.829463, -82.198791",2016,130,Actual,30,2,0,0,0.139,0.5,210,Short Term
"001-8062","31.855636, -82.197010",2016,110,Actual,35,,0,0,0.122,0.5,170,Short Term
"001-8063","31.861420, -82.335040",2016,320,Estimated,13,5,0,0,,,350,Short Term
"001-8064","31.734100, -82.302100",2016,430,Estimated,17,3,0,0,,,500,Short Term
"001-8065","31.704050, -82.277583",2016,360,Estimated,15,65,0.311,0.621,0.0996,1,440,Short Term
"001-8066","31.693335, -82.447194",2016,280,Estimated,,,0,0,,,520,Short Term
"001-8067","31.838027, -82.326396",2016,510,Estimated,46,8,0.646,0,0.102,1,550,Short Term
"001-8068","31.869364, -82.308040",2016,410,Estimated,16,13,0,0,,,560,Short Term
"003-0101","31.202334, -82.914020",2016,1900,Actual,55,81,0.316,0.368,0.102,1,2280,Short Term
"003-0105","31.255679, -82.870097",2016,1910,Estimated,100,88,0.6,0.164,0.0985,1,1940,Short Term
"003-0107","31.273332, -82.860218",2016,3690,Actual,290,286,0.542,0.732,0.0837,1,4430,Short Term
"003-0109","31.295028, -82.853235",2016,5070,Estimated,321,74,1.766,0.513,0.156,1,5480,Short Term
"003-0112","31.311360, -82.848464",2016,6780,Actual,388,508,0.324,0.398,0.0814,0.6,7140,Short Term
"003-0114","31.356018, -82.841115",2016,5980,Estimated,517,743,0.488,0.609,0.0827,0.5,6130,Short Term
"003-0118","31.349296, -83.073796",2016,5440,Actual,472,1014,0.625,0.938,0.0673,0.6,6530,Short Term
"003-0121","31.341420, -83.048892",2016,7430,Estimated,422,90,0.364,0.112,0.1,0.6,8920,Short Term
"003-0123","31.339238, -83.041636",2016,8120,Actual,1080,604,1.01,0.443,0.0773,0.5,9740,Short Term
"003-0125","31.320758, -82.977650",2016,4820,Estimated,420,788,0.67,0.756,0.0838,0.5,5290,Short Term
"003-0134","31.299563, -82.862391",2016,5160,Actual,238,338,0.291,0.446,0.0808,0.5,6190,Short Term
"003-0136","31.297249, -82.847887",2016,4520,Estimated,324,212,0.461,0.53,0.101,0.5,4830,Short Term
"003-0141","31.281746, -82.763244",2016,4170,Actual,337,689,0.408,0.935,0.0928,0.5,4320,Short Term
"003-0143","31.272662, -82.708114",2016,4160,Estimated,594,814,0.651,1.026,0.0763,0.5,4600,Short Term
"003-0145","31.201093, -82.928882",2016,90,Estimated,16,0,2.338,0,0.127,1,140,Short Term
"003-0147","31.303666, -82.842494",2016,1010,Estimated,73,47,0.729,0.313,0.112,1,1090,Short Term
"003-0152","31.348079, -82.764998",2016,750,Estimated,72,63,0.842,1.122,0.107,1,900,Short Term
"003-0154","31.240779, -82.858338",2016,1340,Estimated,133,161,0.855,1.399,0.0933,1,1610,Short Term
"003-0158","31.343127, -83.047374",2016,930,Estimated,45,79,0.356,0.474,0.103,1,960,Short Term
"003-0161","31.361063, -83.064522",2016,550,Estimated,75,79,0.957,0.383,0.0951,1,660,Short Term
"003-0165","31.312787, -83.046642",2016,2050,Estimated,73,21,0.609,0.051,0.112,1,2460,Short Term
"003-0167","31.338330, -83.047723",2016,3360,Actual,222,206,0.476,0.327,0.0825,1,3450,Short Term
"003-0169","31.341867, -83.029521",2016,2170,Estimated,221,194,0.72,0.288,0.0891,1,2290,Short Term
"003-0176","31.356321, -83.050827",2016,420,Estimated,,,0,0,0.153,0.5,430,Short Term
"003-0181","31.302398, -82.853360",2016,1100,Estimated,,,0,0,,,1140,Short Term
"003-0183","31.356508, -82.883628",2016,400,Estimated,,,0,0,0.13,,430,Short Term
"003-0189","31.362945, -82.709193",2016,310,Estimated,21,5,0.339,0,0.143,1,370,Short Term
"003-0194","31.315886, -82.691613",2016,240,Estimated,58,18,5.958,1.375,0.138,1,290,Short Term
"003-0195","31.236860, -82.730068",2016,,,,,,,,,,Short Term
"003-0196","31.266106, -82.729122",2016,370,Estimated,,,0,0,0.1,,390,Short Term
"003-0198","31.276054, -82.734361",2016,400,Estimated,,,0,0,0.0946,0.5,420,Short Term
"003-0201","31.283740, -82.735446",2016,400,Estimated,11,8,0,0,,,450,Short Term
"003-0203","31.231017, -82.788953",2016,260,Estimated,,,0,0,0.13,,280,Short Term
"003-0205","31.296025, -82.849535",2016,1690,Actual,,,0,0,0.084,0.5,2030,Short Term
"003-0207","31.294421, -82.858059",2016,370,Estimated,,,0,0,0.108,0.5,480,Short Term
"003-8001","31.237638, -82.843593",2016,,,,,,,,,,Short Term
"003-8005","31.300479, -82.712942",2016,,,,,,,,,,Short Term
"003-8007","31.323463, -82.781421",2016,,,,,,,,,,Short Term
"003-8011","31.365869, -82.993572",2016,140,Actual,,,0,0,0.127,0.5,220,Short Term
"003-8013","31.403074, -83.094531",2016,,,,,,,,,,Short Term
"003-8019","31.305605, -82.848901",2016,670,Actual,,,0,0,0.0752,0.5,710,Short Term
"003-8020","31.261191, -82.843619",2016,180,Estimated,45,20,3.727,0.621,0.131,1,310,Short Term
"003-8021","31.311774, -83.031702",2016,170,Actual,18,0,0,0,0.0976,1,290,Short Term
"003-8022","31.346867, -82.983901",2016,130,Estimated,6,3,0,0,0.11,,140,Short Term
"003-8023","31.343707, -82.947211",2016,130,Estimated,15,4,0.809,0,0.152,1,220,Short Term
"003-8024","31.362200, -82.943600",2016,130,Actual,6,0,0,0,0.136,1,170,Short Term
"003-8025","31.391741, -82.932918",2016,150,Estimated,12,4,0,0,0.128,1,170,Short Term
"003-8026","31.343800, -83.038700",2016,410,Actual,37,100,1.707,0.732,0.0822,1,530,Short Term
"003-8027","31.380193, -83.040235",2016,400,Estimated,42,9,0.789,0,0.122,1,470,Short Term
"003-8028","31.263540, -82.780405",2016,160,Actual,13,8,1.25,0,0.116,1,220,Short Term
"003-8029","31.364461, -82.864595",2016,,,0,0,,,,,,Short Term
"003-8030","31.256839, -82.801681",2016,30,Actual,5,1,6.667,3.333,0.23,1,50,Short Term
"003-8031","31.234465, -82.967220",2016,80,Estimated,15,0,0,0,0.12,,150,Short Term
"003-8032","31.226784, -82.786807",2016,,,,,,,,,,Short Term
"003-8033","31.258881, -82.768863",2016,,,0,0,,,,,,Short Term
"003-8034","31.347391, -82.732209",2016,,,0,0,,,,,,Short Term
"003-8035","31.393085, -82.865659",2016,50,Actual,10,2,2,0,0.136,1,60,Short Term
"003-8036","31.335748, -82.830526",2016,290,Estimated,20,2,0,0,0.11,,320,Short Term
"003-8037","31.318325, -82.908633",2016,330,Estimated,18,28,0.659,0.329,0.11,1,380,Short Term
"003-8038","31.341865, -82.909325",2016,270,Actual,26,2,0,0,0.11,0.5,310,Short Term
"003-8039","31.362800, -82.897608",2016,210,Estimated,6,0,0,0,0.07,,240,Short Term
"005-0101","31.444518, -82.433743",2016,4910,Actual,226,127,0.509,0.224,0.118,0.6,5890,Short Term
"005-0105","31.483352, -82.452706",2016,5240,Estimated,324,142,0.417,0.119,0.0985,0.6,6050,Short Term
"005-0109","31.524590, -82.462730",2016,6820,Estimated,720,1044,0.84,0.885,0.0787,0.5,6860,Short Term
"005-0112","31.536617, -82.463274",2016,8740,Actual,440,544,0.435,0.469,0.0781,0.5,10500,Short Term
"005-0114","31.540948, -82.462379",2016,11900,Estimated,551,428,0.359,0.367,0.0882,0.5,15900,Short Term
"005-0116","31.544415, -82.461681",2016,7580,Actual,510,332,0.317,0.158,0.0761,0.5,9100,Short Term
"005-0118","31.553019, -82.465263",2016,6330,Estimated,460,347,0.493,0.444,0.0914,0.5,6880,Short Term
"005-0120","31.559585, -82.467021",2016,6960,Actual,442,333,0.431,0.388,0.0799,0.5,8350,Short Term
"005-0123","31.578576, -82.461771",2016,5900,Estimated,869,346,0.829,0.265,0.0937,0.7,6430,Short Term
"005-0127","31.641151, -82.469024",2016,2450,Actual,67,34,0.245,0.041,0.0935,1,2940,Short Term
"005-0129","31.689481, -82.504144",2016,2180,Estimated,253,128,0.525,0.43,0.0967,1,2510,Short Term
"005-0134","31.489995, -82.547549",2016,640,Estimated,,,0,0,0.13,,710,Short Term
"005-0136","31.518632, -82.491050",2016,1290,Estimated,,,0,0,0.177,0.5,1890,Short Term
"005-0138","31.538205, -82.469472",2016,1730,Estimated,,,0,0,,,2000,Short Term
"005-0141","31.541279, -82.468879",2016,2030,Estimated,186,32,0.518,0.259,0.0991,1,2180,Short Term
"005-0143","31.540988, -82.564691",2016,5230,Actual,353,64,0.803,0.057,0.0876,1,6280,Short Term
"005-0145","31.544371, -82.524194",2016,5810,Estimated,390,400,0.448,0.502,0.116,1,6290,Short Term
"005-0147","31.543063, -82.480784",2016,8890,Actual,515,516,0.326,0.304,0.082,0.5,10700,Short Term
"005-0149","31.541479, -82.463410",2016,2170,Estimated,11,2,0,0,,,2190,Short Term
"005-0152","31.540735, -82.473126",2016,6820,Estimated,296,251,0.321,0.244,0.0949,0.6,7950,Short Term
"005-0154","31.539545, -82.464845",2016,7070,Actual,386,781,0.523,0.99,0.0743,0.5,8610,Short Term
"005-0156","31.539861, -82.443723",2016,7060,Estimated,532,346,0.354,0.177,0.0851,0.5,8180,Short Term
"005-0158","31.544907, -82.417881",2016,5690,Actual,301,403,0.351,0.404,0.0754,0.6,6170,Short Term
"005-0161","31.544512, -82.383247",2016,3000,Estimated,200,95,0.798,0.382,0.116,1,3330,Short Term
"005-0163","31.525785, -82.357612",2016,1330,Actual,87,47,0.15,0.15,0.0841,1,1430,Short Term
"005-0167","31.499650, -82.304584",2016,1040,Estimated,72,46,0.701,0.3,0.108,1,1130,Short Term
"005-0169","31.560817, -82.536626",2016,630,Estimated,,,0,0,0.119,0.5,690,Short Term
"005-0175","31.623116, -82.565189",2016,380,Estimated,,,0,0,0.12,,430,Short Term
"005-0179","31.547233, -82.463785",2016,1160,Estimated,82,61,0.095,0.76,0.0924,1,1190,Short Term
"005-0182","31.547298, -82.475520",2016,1550,Estimated,,,0,0,,,1720,Short Term
"005-0184","31.574704, -82.506075",2016,1440,Estimated,,,0,0,0.08,,1630,Short Term
"005-0188","31.602671, -82.533078",2016,660,Estimated,,,0,0,0.117,0.5,860,Short Term
"005-0192","31.613510, -82.518810",2016,510,Actual,42,34,0.392,0,0.0946,1,540,Short Term
"005-0195","31.630655, -82.522506",2016,170,Estimated,,,0,0,0.16,0.5,180,Short Term
"005-0200","31.707600, -82.520500",2016,480,Estimated,,,0,0,,,550,Short Term
"005-0202","31.637173, -82.451838",2016,3950,Actual,267,212,0.405,0.481,0.0893,0.6,6350,Short Term
"005-0204","31.645998, -82.444404",2016,2990,Estimated,325,459,0.696,0.453,0.0895,0.5,3400,Short Term
"005-0206","31.542581, -82.438290",2016,1470,Estimated,,,0,0,0.1,,1890,Short Term
"005-0208","31.557280, -82.441242",2016,660,Estimated,,,0,0,0.165,0.5,790,Short Term
"005-0210","31.573428, -82.423412",2016,450,Estimated,,,0,0,,,490,Short Term
"005-0213","31.601221, -82.393127",2016,670,Estimated,,,0,0,0.09,,760,Short Term
"005-0215","31.620664, -82.374815",2016,430,Estimated,,,0,0,0.0875,0.5,520,Short Term
